Tªn Trang BÞ	ItemGenre	DetailType	ParticularType	SPR		Ngang	Däc				Level																																			Dßng HiÖn	Dßng Èn	Dßng HiÖn	Dßng Èn	Dßng HiÖn	Dßng Èn	Opt	Opt		Skill	Dßng Cuèi		
Anh Hµo Ban Lan MËt Trang	0	2	2	\spr\item\equip\armor\obj-ma-cloth121yh.spr	22	2	3	Bé trang bÞ Ngò §éc Ch­ëng cÊp Anh Hµo (6)	0	99999	10	0	30	720	720	31	90	90																36	150	39	3									1693	2413	1733	1853	2607	2645	803	830	6	1300	2793	2	14
Anh Hµo Ban Lan TriÒn Thñ	0	0	6	\spr\item\equip\weapon\obj-glove23yh.spr	9	1	2	Bé trang bÞ Ngò §éc Ch­ëng cÊp Anh Hµo (7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	150	39	3									2725	2253	2573	1773	2093	2645	803	830	7		1670	2	14
Anh Hµo Ban Lan Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes121yh.spr	26	2	2	Bé trang bÞ Ngò §éc Ch­ëng cÊp Anh Hµo (8)	1	99999	10	0	30	160	160	31	80	80																36	150	39	3									1693	2333	1733	1893	1933	2173	803	830	8	1296	2213	2	14
Anh Hµo Ban Lan Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist109yh.spr	36	1	2	Bé trang bÞ Ngò §éc Ch­ëng cÊp Anh Hµo (9)	3	99999	10	0																						36	150	39	3									1693	2293	1733	1773	2093	2173	803	830	9	1290	2213	2	14
Anh Hµo Ban Lan H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring109yh.spr	37	1	1	Bé trang bÞ Ngò §éc Ch­ëng cÊp Anh Hµo (10)	4	99999	10	0																						36	150	39	3									1693	2373	1733	1813	2093	2173	803	830	10		1670	2	14
Anh Hµo Lôc Quang H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck109yh.spr	36	2	1	Bé trang bÞ Ngò §éc §ao cÊp Anh Hµo (1)	0	99999	10	0																						36	150	39	3									1693	2413	1733	1853	2133	2173	804	831	1	1312	2213	2	14
Anh Hµo Lôc Quang Ph¸t §íi	0	7	2	\spr\item\equip\cap\obj-ma-cap121yh.spr	28	2	2	Bé trang bÞ Ngò §éc §ao cÊp Anh Hµo (2)	2	99999	10	0	30	360	360	31	85	85																36	150	39	3									1693	2253	1733	1773	2093	2645	804	831	2		2213	2	14
Anh Hµo Lôc Quang Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring109yh.spr	37	1	1	Bé trang bÞ Ngò §éc §ao cÊp Anh Hµo (3)	1	99999	10	0																						36	150	39	3									1693	2333	1733	1893	2093	2173	804	831	3		1670	2	14
Anh Hµo Lôc Quang Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle109yh.spr	34	1	2	Bé trang bÞ Ngò §éc §ao cÊp Anh Hµo (4)	3	99999	10	0	30	135	135	31	80	80																36	150	39	3									1693	2293	1733	1773	2093	2173	804	831	4	1324	2793	2	14
Anh Hµo Lôc Quang Yªu §íi	0	6	1	\spr\item\equip\sash\obj-sash109yh.spr	33	2	1	Bé trang bÞ Ngò §éc §ao cÊp Anh Hµo (5)	4	99999	10	0	30	160	160	31	80	80																36	150	39	3									1693	2373	1733	1813	2093	2173	804	831	5	1306	2213	2	14
Anh Hµo Lôc Quang MËt Trang	0	2	2	\spr\item\equip\armor\obj-ma-cloth121yh.spr	22	2	3	Bé trang bÞ Ngò §éc §ao cÊp Anh Hµo (6)	0	99999	10	0	30	720	720	31	90	90																36	150	39	3									1693	2413	1733	1853	2607	2645	804	831	6	1328	2793	2	14
Anh Hµo Lôc Quang §éc NhËn	0	0	1	\spr\item\equip\weapon\obj-blade52yh.spr	10	1	4	Bé trang bÞ Ngò §éc §ao cÊp Anh Hµo (7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	150	39	3									2705	2253	1973	2013	2093	2645	804	831	7		1670	2	14
Anh Hµo Lôc Quang Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes121yh.spr	26	2	2	Bé trang bÞ Ngò §éc §ao cÊp Anh Hµo (8)	1	99999	10	0	30	160	160	31	80	80																36	150	39	3									1693	2333	1733	1893	1933	2173	804	831	8		2213	2	14
Anh Hµo Lôc Quang Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist109yh.spr	36	1	2	Bé trang bÞ Ngò §éc §ao cÊp Anh Hµo (9)	3	99999	10	0																						36	150	39	3									1693	2293	1733	1773	2093	2173	804	831	9	1318	2213	2	14
Anh Hµo Lôc Quang H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring109yh.spr	37	1	1	Bé trang bÞ Ngò §éc §ao cÊp Anh Hµo (10)	4	99999	10	0																						36	150	39	3									1693	2373	1733	1813	2093	2173	804	831	10		1670	2	14
Anh Hµo BÝ Linh H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck109yh.spr	36	2	1	Bé trang bÞ §­êng M«n Phi §ao cÊp Anh Hµo (1)	4	99999	10	0																						36	150	39	2									1693	2413	1733	1853	2133	2173	805	832	1	1340	2213	2	14
Anh Hµo BÝ Linh Qu¸n	0	7	2	\spr\item\equip\cap\obj-ma-cap122yh.spr	28	2	2	Bé trang bÞ §­êng M«n Phi §ao cÊp Anh Hµo (2)	0	99999	10	0	30	360	360	31	85	85																36	150	39	2									1693	2253	1733	1773	2093	2800	805	832	2	1352	2213	2	14
Anh Hµo BÝ Linh Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring109yh.spr	37	1	1	Bé trang bÞ §­êng M«n Phi §ao cÊp Anh Hµo (3)	2	99999	10	0																						36	150	39	2									1693	2333	1733	1893	2093	2173	805	832	3		1670	2	14
Anh Hµo BÝ Linh Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle109yh.spr	34	1	2	Bé trang bÞ §­êng M«n Phi §ao cÊp Anh Hµo (4)	1	99999	10	0	30	135	135	31	80	80																36	150	39	2									1693	2293	1733	1773	2093	2173	805	832	4		2793	2	14
Anh Hµo BÝ Linh Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash109yh.spr	32	2	1	Bé trang bÞ §­êng M«n Phi §ao cÊp Anh Hµo (5)	3	99999	10	0	30	160	160	31	80	80																36	150	39	2									1693	2373	1733	1813	2093	2173	805	832	5	1334	2213	2	14
Anh Hµo BÝ Linh Gi¸p	0	2	3	\spr\item\equip\armor\obj-ma-cloth122yh.spr	22	2	3	Bé trang bÞ §­êng M«n Phi §ao cÊp Anh Hµo (6)	4	99999	10	0	30	720	720	31	90	90																36	150	39	2									1693	2413	1733	1853	2607	2800	805	832	6	1356	2793	2	14
Anh Hµo BÝ Linh Phi §ao	0	1	1	\spr\item\equip\rangeweapon\obj-adart42yh.spr	15	1	1	Bé trang bÞ §­êng M«n Phi §ao cÊp Anh Hµo (7)	0	99999	10	0	28	44	44	29	100	100	167	-30	-30	31	99	99										36	150	39	2									2708	2253	1973	1773	2093	2800	805	832	7		1670	2	14
Anh Hµo BÝ Linh L÷	0	5	1	\spr\item\equip\boots\obj-shoes122yh.spr	26	2	2	Bé trang bÞ §­êng M«n Phi §ao cÊp Anh Hµo (8)	2	99999	10	0	30	160	160	31	80	80																36	150	39	2									1693	2333	1733	1893	1933	2173	805	832	8		2213	2	14
Anh Hµo BÝ Linh Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist109yh.spr	36	1	2	Bé trang bÞ §­êng M«n Phi §ao cÊp Anh Hµo (9)	1	99999	10	0																						36	150	39	2									1693	2293	1733	1773	2093	2173	805	832	9	1346	2213	2	14
Anh Hµo BÝ Linh H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring109yh.spr	37	1	1	Bé trang bÞ §­êng M«n Phi §ao cÊp Anh Hµo (10)	3	99999	10	0																						36	150	39	2									1693	2373	1733	1813	2093	2173	805	832	10		1670	2	14
Anh Hµo Tµn V©n H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck109yh.spr	36	2	1	Bé trang bÞ §­êng M«n Ná TiÔn cÊp Anh Hµo (1)	4	99999	10	0																						36	150	39	2									1693	2413	1733	1853	2133	2173	806	833	1	1340	2213	2	14
Anh Hµo Tµn V©n Qu¸n	0	7	2	\spr\item\equip\cap\obj-ma-cap122yh.spr	28	2	2	Bé trang bÞ §­êng M«n Ná TiÔn cÊp Anh Hµo (2)	0	99999	10	0	30	360	360	31	85	85																36	150	39	2									1693	2253	1733	1773	2093	2800	806	833	2		2213	2	14
Anh Hµo Tµn V©n Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring109yh.spr	37	1	1	Bé trang bÞ §­êng M«n Ná TiÔn cÊp Anh Hµo (3)	2	99999	10	0																						36	150	39	2									1693	2333	1733	1893	2093	2173	806	833	3		1670	2	14
Anh Hµo Tµn V©n Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle109yh.spr	34	1	2	Bé trang bÞ §­êng M«n Ná TiÔn cÊp Anh Hµo (4)	1	99999	10	0	30	135	135	31	80	80																36	150	39	2									1693	2293	1733	1773	2093	2173	806	833	4		2793	2	14
Anh Hµo Tµn V©n Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash109yh.spr	32	2	1	Bé trang bÞ §­êng M«n Ná TiÔn cÊp Anh Hµo (5)	3	99999	10	0	30	160	160	31	80	80																36	150	39	2									1693	2373	1733	1813	2093	2173	806	833	5	1334	2213	2	14
Anh Hµo Tµn V©n Gi¸p	0	2	3	\spr\item\equip\armor\obj-ma-cloth122yh.spr	22	2	3	Bé trang bÞ §­êng M«n Ná TiÔn cÊp Anh Hµo (6)	4	99999	10	0	30	720	720	31	90	90																36	150	39	2									1693	2413	1733	1853	2607	2800	806	833	6	1372	2793	2	14
Anh Hµo Tµn V©n TIÔn	0	1	2	\spr\item\equip\rangeweapon\obj-adart43yh.spr	17	2	2	Bé trang bÞ §­êng M«n Ná TiÔn cÊp Anh Hµo (7)	0	99999	10	0	28	46	46	29	102	102	167	-30	-30	31	99	99										36	150	39	2									2708	2253	1973	1773	2093	2800	806	833	7		1670	2	14
Anh Hµo Tµn V©n L÷	0	5	1	\spr\item\equip\boots\obj-shoes122yh.spr	26	2	2	Bé trang bÞ §­êng M«n Ná TiÔn cÊp Anh Hµo (8)	2	99999	10	0	30	160	160	31	80	80																36	150	39	2									1693	2333	1733	1893	1933	2173	806	833	8	1368	2213	2	14
Anh Hµo Tµn V©n Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist109yh.spr	36	1	2	Bé trang bÞ §­êng M«n Ná TiÔn cÊp Anh Hµo (9)	1	99999	10	0																						36	150	39	2									1693	2293	1733	1773	2093	2173	806	833	9	1362	2213	2	14
Anh Hµo Tµn V©n H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring109yh.spr	37	1	1	Bé trang bÞ §­êng M«n Ná TiÔn cÊp Anh Hµo (10)	3	99999	10	0																						36	150	39	2									1693	2373	1733	1813	2093	2173	806	833	10		1670	2	14
Anh Hµo Phi Tinh Liªn	0	4	1	\spr\item\equip\nick\obj-neck109yh.spr	36	2	1	Bé trang bÞ §­êng M«n Phi Tiªu cÊp Anh Hµo (1)	4	99999	10	0																						36	150	39	2									1693	2413	1733	1853	2133	2173	807	834	1	1340	2213	2	14
Anh Hµo Phi Tinh Ph¸t Qu¸n	0	7	2	\spr\item\equip\cap\obj-ma-cap122yh.spr	28	2	2	Bé trang bÞ §­êng M«n Phi Tiªu cÊp Anh Hµo (2)	0	99999	10	0	30	360	360	31	85	85																36	150	39	2									1693	2253	1733	1773	2093	2800	807	834	2		2213	2	14
Anh Hµo Phi Tinh Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring109yh.spr	37	1	1	Bé trang bÞ §­êng M«n Phi Tiªu cÊp Anh Hµo (3)	2	99999	10	0																						36	150	39	2									1693	2333	1733	1893	2093	2173	807	834	3		1670	2	14
Anh Hµo Phi Tinh Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle109yh.spr	34	1	2	Bé trang bÞ §­êng M«n Phi Tiªu cÊp Anh Hµo (4)	1	99999	10	0	30	135	135	31	80	80																36	150	39	2									1693	2293	1733	1773	2093	2173	807	834	4	1384	2793	2	14
Anh Hµo Phi Tinh TriÒn Yªu	0	6	0	\spr\item\equip\sash\obj-sash109yh.spr	32	2	1	Bé trang bÞ §­êng M«n Phi Tiªu cÊp Anh Hµo (5)	3	99999	10	0	30	160	160	31	80	80																36	150	39	2									1693	2373	1733	1813	2093	2173	807	834	5	1334	2213	2	14
Anh Hµo Phi Tinh Gi¸p Y	0	2	3	\spr\item\equip\armor\obj-ma-cloth122yh.spr	22	2	3	Bé trang bÞ §­êng M«n Phi Tiªu cÊp Anh Hµo (6)	4	99999	10	0	30	720	720	31	90	90																36	150	39	2									1693	2413	1733	1853	2607	2800	807	834	6	1388	2793	2	14
Anh Hµo Phi Tinh Tiªu	0	1	0	\spr\item\equip\rangeweapon\obj-adart44yh.spr	15	1	1	Bé trang bÞ §­êng M«n Phi Tiªu cÊp Anh Hµo (7)	0	99999	10	0	28	42	42	29	98	98	167	-30	-30	31	99	99										36	150	39	2									2708	2253	1973	1773	2093	2800	807	834	7		1670	2	14
Anh Hµo Phi Tinh L÷	0	5	1	\spr\item\equip\boots\obj-shoes122yh.spr	26	2	2	Bé trang bÞ §­êng M«n Phi Tiªu cÊp Anh Hµo (8)	2	99999	10	0	30	160	160	31	80	80																36	150	39	2									1693	2333	1733	1893	1933	2173	807	834	8		2213	2	14
Anh Hµo Phi Tinh Trôy	0	9	1	\spr\item\equip\waist\obj-waist109yh.spr	34	1	2	Bé trang bÞ §­êng M«n Phi Tiªu cÊp Anh Hµo (9)	1	99999	10	0																						36	150	39	2									1693	2293	1733	1773	2093	2173	807	834	9	1378	2213	2	14
Anh Hµo Phi Tinh H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring109yh.spr	37	1	1	Bé trang bÞ §­êng M«n Phi Tiªu cÊp Anh Hµo (10)	3	99999	10	0																						36	150	39	2									1693	2373	1733	1813	2093	2173	807	834	10		1670	2	14
Anh Hµo Tr­êng Phong H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck111yh.spr	36	2	1	Bé trang bÞ C¸i Bang Ch­ëng cÊp Anh Hµo (1)	1	99999	10	0																						36	150	39	6									1693	2413	1733	1853	2133	2173	808	835	1	1400	2213	2	14
Anh Hµo Tr­êng Phong §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap126yh.spr	28	2	2	Bé trang bÞ C¸i Bang Ch­ëng cÊp Anh Hµo (2)	3	99999	10	0	30	360	360	31	85	85																36	150	39	6									1693	2253	1733	1773	2093	2840	808	835	2		2213	2	14
Anh Hµo Tr­êng Phong Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring111yh.spr	37	1	1	Bé trang bÞ C¸i Bang Ch­ëng cÊp Anh Hµo (3)	4	99999	10	0																						36	150	39	6									1693	2333	1733	1893	2093	2173	808	835	3		1670	2	14
Anh Hµo Tr­êng Phong Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle111yh.spr	34	1	2	Bé trang bÞ C¸i Bang Ch­ëng cÊp Anh Hµo (4)	0	99999	10	0	30	135	135	31	80	80																36	150	39	6									1693	2293	1733	1773	2093	2173	808	835	4	1412	2793	2	14
Anh Hµo Tr­êng Phong Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash111yh.spr	32	2	1	Bé trang bÞ C¸i Bang Ch­ëng cÊp Anh Hµo (5)	2	99999	10	0	30	160	160	31	80	80																36	150	39	6									1693	2373	1733	1813	2093	2173	808	835	5	1394	2213	2	14
Anh Hµo Tr­êng Phong C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth126yh.spr	22	2	3	Bé trang bÞ C¸i Bang Ch­ëng cÊp Anh Hµo (6)	1	99999	10	0	30	720	720	31	90	90																36	150	39	6									1693	2413	1733	1853	2607	2840	808	835	6	1416	2793	2	14
Anh Hµo Tr­êng Phong TriÒn Thñ	0	0	6	\spr\item\equip\weapon\obj-glove24yh.spr	9	1	2	Bé trang bÞ C¸i Bang Ch­ëng cÊp Anh Hµo (7)	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										36	150	39	6									2726	2253	2493	1773	2093	2840	808	835	7		1670	2	14
Anh Hµo Tr­êng Phong Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes126yh.spr	26	2	2	Bé trang bÞ C¸i Bang Ch­ëng cÊp Anh Hµo (8)	4	99999	10	0	30	160	160	31	80	80																36	150	39	6									1693	2333	1733	1893	1933	2173	808	835	8		2213	2	14
Anh Hµo Tr­êng Phong Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist111yh.spr	36	1	2	Bé trang bÞ C¸i Bang Ch­ëng cÊp Anh Hµo (9)	0	99999	10	0																						36	150	39	6									1693	2293	1733	1773	2093	2173	808	835	9	1406	2213	2	14
Anh Hµo Tr­êng Phong H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring111yh.spr	37	1	1	Bé trang bÞ C¸i Bang Ch­ëng cÊp Anh Hµo (10)	2	99999	10	0																						36	150	39	6									1693	2373	1733	1813	2093	2173	808	835	10		1670	2	14
Anh Hµo Liªn Hoa H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck111yh.spr	36	2	1	Bé trang bÞ C¸i Bang C«n cÊp Anh Hµo (1)	0	99999	10	0																						36	150	39	6									1693	2413	1733	1853	2133	2173	809	836	1	1428	2213	2	14
Anh Hµo Liªn Hoa §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap126yh.spr	28	2	2	Bé trang bÞ C¸i Bang C«n cÊp Anh Hµo (2)	2	99999	10	0	30	360	360	31	85	85																36	150	39	6									1693	2253	1733	1773	2093	2665	809	836	2		2213	2	14
Anh Hµo Liªn Hoa Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring111yh.spr	37	1	1	Bé trang bÞ C¸i Bang C«n cÊp Anh Hµo (3)	1	99999	10	0																						36	150	39	6									1693	2333	1733	1893	2093	2173	809	836	3		1670	2	14
Anh Hµo Liªn Hoa Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle111yh.spr	34	1	2	Bé trang bÞ C¸i Bang C«n cÊp Anh Hµo (4)	3	99999	10	0	30	135	135	31	80	80																36	150	39	6									1693	2293	1733	1773	2093	2173	809	836	4		2793	2	14
Anh Hµo Liªn Hoa Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash111yh.spr	33	2	1	Bé trang bÞ C¸i Bang C«n cÊp Anh Hµo (5)	4	99999	10	0	30	160	160	31	80	80																36	150	39	6									1693	2373	1733	1813	2093	2173	809	836	5	1422	2213	2	14
Anh Hµo Liªn Hoa C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth126yh.spr	22	2	3	Bé trang bÞ C¸i Bang C«n cÊp Anh Hµo (6)	0	99999	10	0	30	720	720	31	90	90																36	150	39	6									1693	2413	1733	1853	2607	2665	809	836	6	1444	2793	2	14
Anh Hµo Liªn Hoa Tr­îng	0	0	2	\spr\item\equip\weapon\obj-spear34yh.spr	11	1	4	Bé trang bÞ C¸i Bang C«n cÊp Anh Hµo (7)	2	99999	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										36	150	39	6									2706	2253	1973	2013	2093	2665	809	836	7		1670	2	14
Anh Hµo Liªn Hoa Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes126yh.spr	26	2	2	Bé trang bÞ C¸i Bang C«n cÊp Anh Hµo (8)	1	99999	10	0	30	160	160	31	80	80																36	150	39	6									1693	2333	1733	1893	1933	2173	809	836	8	1440	2213	2	14
Anh Hµo Liªn Hoa Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist111yh.spr	36	1	2	Bé trang bÞ C¸i Bang C«n cÊp Anh Hµo (9)	3	99999	10	0																						36	150	39	6									1693	2293	1733	1773	2093	2173	809	836	9	1434	2213	2	14
Anh Hµo Liªn Hoa H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring111yh.spr	37	1	1	Bé trang bÞ C¸i Bang C«n cÊp Anh Hµo (10)	4	99999	10	0																						36	150	39	6									1693	2373	1733	1813	2093	2173	809	836	10		1670	2	14
Anh Hµo LÖ ¢m H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck111yh.spr	36	2	1	Bé trang bÞ Thiªn NhÉn M©u cÊp Anh Hµo (1)	0	99999	10	0																						36	150	39	7									1693	2413	1733	1853	2133	2173	810	837	1	1456	2213	2	14
Anh Hµo LÖ ¢m Kh«i	0	7	2	\spr\item\equip\cap\obj-ma-cap125yh.spr	28	2	2	Bé trang bÞ Thiªn NhÉn M©u cÊp Anh Hµo (2)	2	99999	10	0	30	360	360	31	85	85																36	150	39	7									1693	2253	1733	1773	2093	2820	810	837	2		2213	2	14
Anh Hµo LÖ ¢m Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring111yh.spr	37	1	1	Bé trang bÞ Thiªn NhÉn M©u cÊp Anh Hµo (3)	1	99999	10	0																						36	150	39	7									1693	2333	1733	1893	2093	2173	810	837	3		1670	2	14
Anh Hµo LÖ ¢m Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle111yh.spr	34	1	2	Bé trang bÞ Thiªn NhÉn M©u cÊp Anh Hµo (4)	3	99999	10	0	30	135	135	31	80	80																36	150	39	7									1693	2293	1733	1773	2093	2173	810	837	4	1468	2793	2	14
Anh Hµo LÖ ¢m Yªu §íi	0	6	1	\spr\item\equip\sash\obj-sash111yh.spr	33	2	1	Bé trang bÞ Thiªn NhÉn M©u cÊp Anh Hµo (5)	4	99999	10	0	30	160	160	31	80	80																36	150	39	7									1693	2373	1733	1813	2093	2173	810	837	5	1450	2213	2	14
Anh Hµo LÖ ¢m Gi¸p Y	0	2	16	\spr\item\equip\armor\obj-ma-cloth125yh.spr	23	2	3	Bé trang bÞ Thiªn NhÉn M©u cÊp Anh Hµo (6)	0	99999	10	0	30	720	720	31	90	90																36	150	39	7									1693	2413	1733	1853	2607	2820	810	837	6	1472	2793	2	14
Anh Hµo LÖ ¢m Th­¬ng	0	0	3	\spr\item\equip\weapon\obj-staff33yh.spr	12	1	4	Bé trang bÞ Thiªn NhÉn M©u cÊp Anh Hµo (7)	2	99999	10	0	28	18	18	29	158	158	167	-30	-30	31	99	99										36	150	39	7									2707	2253	1973	2013	2093	2820	810	837	7		1670	2	14
Anh Hµo LÖ ¢m Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes125yh.spr	26	2	2	Bé trang bÞ Thiªn NhÉn M©u cÊp Anh Hµo (8)	1	99999	10	0	30	160	160	31	80	80																36	150	39	7									1693	2333	1733	1893	1933	2173	810	837	8		2213	2	14
Anh Hµo LÖ ¢m Béi	0	9	1	\spr\item\equip\waist\obj-waist111yh.spr	36	1	2	Bé trang bÞ Thiªn NhÉn M©u cÊp Anh Hµo (9)	3	99999	10	0																						36	150	39	7									1693	2293	1733	1773	2093	2173	810	837	9	1462	2213	2	14
Anh Hµo LÖ ¢m H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring111yh.spr	37	1	1	Bé trang bÞ Thiªn NhÉn M©u cÊp Anh Hµo (10)	4	99999	10	0																						36	150	39	7									1693	2373	1733	1813	2093	2173	810	837	10		1670	2	14
Anh Hµo NghiÖp Háa H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck111yh.spr	36	2	1	Bé trang bÞ Thiªn NhÉn §ao cÊp Anh Hµo (1)	1	99999	10	0																						36	150	39	7									1693	2413	1733	1853	2133	2173	811	838	1	1484	2213	2	14
Anh Hµo NghiÖp Háa Qu¸n MiÖn	0	7	2	\spr\item\equip\cap\obj-ma-cap125yh.spr	28	2	2	Bé trang bÞ Thiªn NhÉn §ao cÊp Anh Hµo (2)	3	99999	10	0	30	360	360	31	85	85																36	150	39	7									1693	2253	1733	1773	2093	2840	811	838	2		2213	2	14
Anh Hµo NghiÖp Háa Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring111yh.spr	37	1	1	Bé trang bÞ Thiªn NhÉn §ao cÊp Anh Hµo (3)	4	99999	10	0																						36	150	39	7									1693	2333	1733	1893	2093	2173	811	838	3		1670	2	14
Anh Hµo NghiÖp Háa Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle111yh.spr	34	1	2	Bé trang bÞ Thiªn NhÉn §ao cÊp Anh Hµo (4)	0	99999	10	0	30	135	135	31	80	80																36	150	39	7									1693	2293	1733	1773	2093	2173	811	838	4		2793	2	14
Anh Hµo NghiÖp Háa Yªu §íi	0	6	0	\spr\item\equip\sash\obj-sash111yh.spr	33	2	1	Bé trang bÞ Thiªn NhÉn §ao cÊp Anh Hµo (5)	2	99999	10	0	30	160	160	31	80	80																36	150	39	7									1693	2373	1733	1813	2093	2173	811	838	5	1478	2213	2	14
Anh Hµo NghiÖp Háa Gi¸p Y	0	2	16	\spr\item\equip\armor\obj-ma-cloth125yh.spr	23	2	3	Bé trang bÞ Thiªn NhÉn §ao cÊp Anh Hµo (6)	1	99999	10	0	30	720	720	31	90	90																36	150	39	7									1693	2413	1733	1853	2607	2840	811	838	6	1500	2793	2	14
Anh Hµo NghiÖp Háa §ao	0	0	1	\spr\item\equip\weapon\obj-blade53yh.spr	10	1	4	Bé trang bÞ Thiªn NhÉn §ao cÊp Anh Hµo (7)	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										36	150	39	7									2725	2253	2493	1773	2093	2840	811	838	7		1670	2	14
Anh Hµo NghiÖp Háa Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes125yh.spr	26	2	2	Bé trang bÞ Thiªn NhÉn §ao cÊp Anh Hµo (8)	4	99999	10	0	30	160	160	31	80	80																36	150	39	7									1693	2333	1733	1893	1933	2173	811	838	8	1496	2213	2	14
Anh Hµo NghiÖp Háa Béi	0	9	1	\spr\item\equip\waist\obj-waist111yh.spr	34	1	2	Bé trang bÞ Thiªn NhÉn §ao cÊp Anh Hµo (9)	0	99999	10	0																						36	150	39	7									1693	2293	1733	1773	2093	2173	811	838	9	1490	2213	2	14
Anh Hµo NghiÖp Háa H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring111yh.spr	37	1	1	Bé trang bÞ Thiªn NhÉn §ao cÊp Anh Hµo (10)	2	99999	10	0																						36	150	39	7									1693	2373	1733	1813	2093	2173	811	838	10		1670	2	14
Anh Hµo Th¸i Cùc Phï	0	4	1	\spr\item\equip\nick\obj-neck112yh.spr	36	2	1	Bé trang bÞ Vâ §ang QuyÒn cÊp Anh Hµo (1)	3	99999	10	0																						36	150	39	8									1693	2413	1733	1853	2133	2173	812	839	1	1512	2213	2	14
Anh Hµo Th¸i Cùc Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap127yh.spr	28	2	2	Bé trang bÞ Vâ §ang QuyÒn cÊp Anh Hµo (2)	4	99999	10	0	30	360	360	31	85	85																36	150	39	8									1693	2253	1733	1773	2093	2685	812	839	2		2213	2	14
Anh Hµo Th¸i Cùc Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring112yh.spr	37	1	1	Bé trang bÞ Vâ §ang QuyÒn cÊp Anh Hµo (3)	0	99999	10	0																						36	150	39	8									1693	2333	1733	1893	2093	2173	812	839	3		1670	2	14
Anh Hµo Th¸i Cùc Tô	0	8	1	\Spr\item\equip\bangle\obj-bangle112yh.spr	34	1	2	Bé trang bÞ Vâ §ang QuyÒn cÊp Anh Hµo (4)	2	99999	10	0	30	135	135	31	80	80																36	150	39	8									1693	2293	1733	1773	2093	2173	812	839	4		2793	2	14
